voivodeship,county,multiple_infections,gender_male,age_group_0-18,age_group_19-24,age_group_25-34,age_group_35-44,age_group_45-54,age_group_55-64,age_group_65-74,age_group_75-84,age_group_85-94,age_group_95+,AstraZeneca,Johnson&Johnson,Moderna,Pfizer,dose_booster,dose_full,dose_single,dose_unvaccinated,number_of_reported_cases
2,202,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,202,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
2,202,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,202,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
2,202,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,202,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,202,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,203,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
2,203,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,1
2,203,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
2,203,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,3
2,203,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,203,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,203,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,203,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,203,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,203,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,203,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,203,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2
2,203,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,203,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,203,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,203,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
2,204,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
2,204,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
2,204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
2,204,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,204,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,204,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,204,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,205,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,205,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
2,205,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2,205,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,205,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,205,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,205,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,206,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,206,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,206,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,206,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,206,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2,206,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,206,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,206,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,206,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,206,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,206,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,207,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2,207,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1
2,207,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
2,207,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,207,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,207,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
2,207,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,207,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,207,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,207,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,207,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,207,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,208,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,2
2,208,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2,208,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
2,208,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,2
2,208,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2
2,208,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,208,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,208,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,208,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,208,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,1
2,208,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
2,208,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,4
2,208,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2
2,208,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,208,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
2,208,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,208,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2,208,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
2,208,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,208,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,208,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
2,208,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,209,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
2,209,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
2,209,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,2
2,209,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,209,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,209,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,209,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,209,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,209,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,209,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2,209,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,209,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
2,209,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,209,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,209,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,2
2,209,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
2,209,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,209,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,209,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
2,209,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,210,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1
2,210,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
2,210,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,210,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,210,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,210,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,210,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,210,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,210,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2
2,210,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,210,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,211,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
2,211,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
2,211,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1
2,211,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
2,211,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,211,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,211,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,211,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,211,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,211,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,211,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,211,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
2,211,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
2,211,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
2,211,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,211,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,211,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,211,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,211,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,211,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,211,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,212,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
2,212,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
2,212,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,212,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,212,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,212,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,212,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
2,212,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,212,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,212,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,212,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,212,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,213,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
2,213,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,2
2,213,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
2,213,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,213,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,213,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,213,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,213,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1
2,213,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,213,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,213,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,213,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,213,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,214,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
2,214,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,214,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,214,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,214,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,214,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,214,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,214,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,214,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,214,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,214,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2,214,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
2,214,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,214,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,214,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,214,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2,214,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,214,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,215,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1
2,215,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,215,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
2,215,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,215,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,215,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,215,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
2,215,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
2,215,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,215,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,215,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
2,215,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,1
2,215,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
2,215,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,215,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,215,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,215,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,215,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,215,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,215,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,215,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
2,215,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,215,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,216,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,216,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
2,216,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,216,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,2
2,216,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,216,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,216,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,216,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,216,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,216,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
2,216,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,216,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,216,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,216,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,216,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,216,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,217,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,217,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,217,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,217,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,217,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
2,217,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,217,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,217,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,217,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1
2,217,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2,217,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
2,218,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
2,218,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1
2,218,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,218,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,218,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,218,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,218,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2,218,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,218,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2,218,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,218,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,218,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
2,218,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,218,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,218,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,219,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
2,219,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,2
2,219,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,219,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,2
2,219,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,219,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
2,219,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,219,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
2,219,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2,219,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
2,219,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,4
2,219,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,2
2,219,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
2,219,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
2,219,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2,219,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,219,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,219,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2,219,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
